2.33826	1.29374	1.62327	-0.0940709	170.071
2.33423	1.29859	1.72044	-0.222583	132.723
2.3302	1.29987	1.74696	0.0587875	176.394
2.32617	1.31176	1.83454	0.110636	198.01
2.32215	1.33012	1.72666	0.233805	189.961
2.31812	1.33117	1.88692	0.168269	217.033
2.31409	1.34466	1.9483	0.114082	274.846
2.31007	1.34436	1.91903	-0.229536	201.005
2.30604	1.35034	1.83046	0.106777	261.067
2.30201	1.36096	2.15863	-0.196884	255.475
2.29799	1.34991	2.14193	-0.147337	213.947
2.29396	1.3753	2.11183	0.459021	109.759
2.28993	1.37896	2.16885	0.0368297	335.875
2.28591	1.38762	2.33303	-0.36289	210.859
2.28188	1.40024	2.22002	0.196634	350.431
2.27785	1.4162	1.83594	-0.619566	20.3447
2.27383	1.42849	1.79256	-0.64818	14.7469
2.2698	1.4221	2.26767	-0.0802714	433.103
2.26577	1.44284	1.84868	-0.542125	181.428
2.26174	1.43742	2.19831	0.612837	55.553
2.25772	1.44583	2.0699	0.642179	29.7992
2.25369	1.46517	1.59727	0.705674	7.55922
2.24966	1.46576	1.89174	0.690186	14.6729
2.24564	1.46385	2.27217	0.486475	240.771
2.24161	1.47867	1.95441	-0.184708	531.382
2.23758	1.49074	1.59441	-0.734056	6.01814
2.23356	1.50083	1.5822	-0.746879	5.56929
2.22953	1.49974	1.82209	-0.726739	12.6954
2.2255	1.51005	1.63516	-0.740367	17.777
2.22148	1.512	1.5153	-0.749221	6.38054
2.21745	1.5188	1.55205	-0.75498	6.2883
2.21342	1.53127	1.28671	-0.778186	2.99012
2.2094	1.53499	1.43562	-0.77092	5.31785
2.20537	1.53937	1.42005	-0.779243	3.91254
2.20134	1.54211	1.48959	-0.778214	5.26132
2.19732	1.55191	1.29056	-0.793445	2.71201
2.19329	1.55383	1.43377	-0.789805	5.32864
2.18926	1.55652	1.49717	0.778041	15.7726
2.18523	1.56936	1.23909	0.809167	2.44484
2.18121	1.56955	1.2812	0.804079	2.99395
2.17718	1.57577	1.28308	0.809617	3.18539
2.17315	1.58299	1.24039	0.817577	2.20191
2.16913	1.58905	1.22189	0.821799	2.08474
2.1651	1.59249	1.1413	0.826248	1.61831
2.16107	1.60006	1.19218	0.83101	1.7193
2.15705	1.60478	1.1528	0.834609	1.48542
2.15302	1.60573	1.09781	0.832137	1.87125
2.14899	1.61	1.11471	0.835478	1.78608
2.14497	1.61524	1.06011	0.841016	1.28713
2.14094	1.62171	1.03101	0.845925	1.1867
2.13691	1.62373	1.11583	0.845242	1.5189
2.13289	1.62733	1.06178	0.846475	1.49213
2.12886	1.63405	1.06212	0.852573	1.13589
2.12483	1.63547	1.09155	0.851241	1.44312
2.12081	1.64251	0.981537	0.858162	1.01582
2.11678	1.64723	1.01135	0.860606	0.986905
2.11275	1.64839	1.03269	0.85938	1.321
2.10872	1.65582	0.970364	0.865624	0.943449
2.1047	1.65813	1.00152	0.867125	0.887281
2.10067	1.66168	1.01417	0.869117	0.959067
2.09664	1.66542	0.952228	0.870267	1.0515
2.09262	1.67135	0.908379	0.874457	0.777451
2.08859	1.67043	0.948653	0.87389	0.807044
2.08456	1.67511	0.910552	0.875618	0.79325
2.08054	1.68086	0.910362	0.87959	0.731538
2.07651	1.68596	0.866689	0.882238	0.671295
2.07248	1.68687	0.891299	0.882336	0.7318
2.06846	1.68912	0.873167	0.883681	0.71683
2.06443	1.69219	0.911138	0.884893	0.64944
2.0604	1.69788	0.900307	0.887952	0.628939
2.05638	1.70113	0.873268	0.889625	0.65001
2.05235	1.70629	0.801558	0.892884	0.578351
2.04832	1.70741	0.803234	0.893316	0.545092
2.0443	1.70999	0.842702	0.893958	0.619175
2.04027	1.71406	0.837943	0.8961	0.550366
2.03624	1.71802	0.80893	0.897901	0.595025
2.03221	1.72119	0.76308	0.899943	0.470071
2.02819	1.72406	0.821305	0.900993	0.543262
2.02416	1.72846	0.772321	0.903675	0.435673
2.02013	1.73088	0.747407	0.904494	0.425964
2.01611	1.7335	0.795987	0.905741	0.490932
2.01208	1.73717	0.752698	0.907772	0.402328
2.00805	1.74057	0.729441	0.908842	0.410489
2.00403	1.74475	0.765159	0.910709	0.446585
2	1.74541	0.72021	0.911218	0.403045
