2.6	1.03047	0.70838	0.0163468	14.6033
2.59597	1.03098	0.698708	-0.00281317	12.9532
2.59195	1.03439	0.715634	0.0159857	15.6141
2.58792	1.03614	0.711323	-0.011978	15.4792
2.58389	1.0389	0.749102	0.00834381	14.1766
2.57987	1.0442	0.730446	0.00282851	16.039
2.57584	1.04518	0.71922	-0.00283618	16.7359
2.57181	1.04741	0.767319	0.0181446	14.6982
2.56779	1.05081	0.727874	-0.015158	16.1352
2.56376	1.05438	0.702053	0.0019995	18.1774
2.55973	1.0593	0.742977	-0.0157062	16.7291
2.5557	1.06306	0.772806	0.0140055	20.1446
2.55168	1.06384	0.763228	-0.020886	16.189
2.54765	1.06825	0.729773	-0.015204	14.684
2.54362	1.07222	0.801635	0.0037619	17.85
2.5396	1.07583	0.792356	0.0279003	20.6379
2.53557	1.07744	0.809694	-0.00344043	21.7112
2.53154	1.07964	0.80529	0.0107845	18.4555
2.52752	1.08363	0.828511	0.00662043	21.546
2.52349	1.08764	0.798841	-0.0193644	21.9051
2.51946	1.08882	0.813874	-0.0213926	20.5932
2.51544	1.0924	0.777478	-0.0185047	22.0096
2.51141	1.09643	0.872295	0.00118349	21.8941
2.50738	1.10226	0.802108	-0.0112213	22.4961
2.50336	1.10432	0.869372	-0.0215663	25.545
2.49933	1.10534	0.891726	0.000449521	30.5106
2.4953	1.11082	0.885612	-0.0210548	29.1255
2.49128	1.1126	0.873333	-0.0147848	21.391
2.48725	1.11747	0.871729	0.00761884	24.9411
2.48322	1.11843	0.881302	-0.00219558	27.1651
2.47919	1.12243	0.889311	0.00964735	23.6587
2.47517	1.12862	0.951409	0.0222789	33.1511
2.47114	1.13161	0.869455	-0.0156529	26.6138
2.46711	1.13653	0.935745	-0.0371355	32.883
2.46309	1.13994	0.960209	-0.0233427	29.0659
2.45906	1.14109	0.957833	0.00734373	33.292
2.45503	1.14932	0.937344	-0.00277916	34.5881
2.45101	1.14958	1.00655	-0.0221045	34.6724
2.44698	1.15511	0.982498	0.00931755	40.8651
2.44295	1.15841	1.08596	5.93581e-05	38.4717
2.43893	1.164	0.966044	0.0730281	44.0279
2.4349	1.16926	1.05582	-0.0351573	46.8751
2.43087	1.16894	0.958697	0.0361837	39.7173
2.42685	1.17248	1.03509	-0.00685185	39.6453
2.42282	1.18247	1.05348	-0.0554838	53.7791
2.41879	1.18213	1.04112	0.012836	52.5105
2.41477	1.19036	1.1206	0.0187755	54.1977
2.41074	1.19324	1.15598	0.0211705	61.5213
2.40671	1.19858	1.16027	-0.0045539	64.4215
2.40268	1.20504	1.06409	-0.046442	67.1393
2.39866	1.20536	1.08161	-0.0190406	55.1101
2.39463	1.20969	1.14831	-0.0302076	60.0902
2.3906	1.21347	1.20618	0.00178074	70.0258
2.38658	1.2214	1.28194	-0.0466264	76.017
2.38255	1.22743	1.21744	-0.066475	80.9683
2.37852	1.23143	1.20509	0.00858358	79.6623
2.3745	1.23858	1.29539	0.0168517	91.2522
2.37047	1.24283	1.36646	-0.00652005	101.491
2.36644	1.24154	1.20931	0.0322044	86.6776
2.36242	1.25602	1.40314	-0.0733062	123.227
2.35839	1.25371	1.34695	-0.0323208	96.3103
2.35436	1.26214	1.44972	-0.0356355	112.004
2.35034	1.27096	1.50143	-0.0229316	125.966
2.34631	1.27891	1.63715	-0.0537877	137.608
2.34228	1.28437	1.64768	0.0435345	154.795
